report_id,type,serial,time,lat,long
9181,incident,41,2022-08-19 16:05:00,47.25,-7.416666666666667
9186,incident,42,2022-08-19 19:00:00,35.7606,-6.091283333333333
9191,incident,43,2022-08-21 14:30:00,43.13333333333333,-9.533333333333333
9201,incident,44,2022-08-27 14:30:00,42.25,-9.316666666666666
9207,incident,45,2022-08-26 14:05:00,36.64266666666666,-7.303966666666667
9223,incident,46,2022-08-27 15:30:00,47.61666666666667,-8.3
9224,incident,47,2022-08-27 20:30:00,47.15,-8.5
9225,incident,48,2022-08-28 12:00:00,45.766666666666666,-8.966666666666667
9228,incident,49,2022-06-07 17:00:00,38.035333333333334,-9.018166666666668
9231,incident,50,2022-08-30 19:30:00,44.193333333333335,-7.321666666666666
9248,incident,51,2022-08-31 07:30:00,37.95,-9.183333333333334
9271,incident,52,2022-08-23 18:45:00,35.87616666666667,-5.808333333333334
9277,incident,53,2022-04-13 15:15:00,35.86666666666667,-6.0183333333333335
9287,incident,54,2022-08-11 13:00:00,43.83533333333333,-8.382166666666667
9304,incident,55,2022-08-28 12:30:00,37.5,-9.033333333333333
9325,incident,56,2022-08-24 19:00:00,36.1,-6.016666666666667
9337,incident,57,2022-04-28 08:30:00,36.03333333333333,-5.7
9385,incident,58,2022-09-19 12:00:00,43.36018333333333,-8.68575
9388,incident,59,2022-09-17 13:49:00,42.71666666666667,-9.15
9391,incident,60,2022-09-19 14:30:00,43.3815,-8.599266666666667
9394,incident,61,2022-09-17 17:00:00,43.8685,-8.047
9399,incident,62,2022-09-16 10:10:00,41.98566666666667,-9.154333333333334
9425,incident,63,2022-08-06 14:10:00,42.833333333333336,-9.228333333333333
9435,incident,64,2022-09-22 14:30:00,40.06166666666667,-9.278333333333332
9441,incident,65,2022-08-22 07:15:00,42.833333333333336,-9.466666666666667
9442,incident,66,2022-08-25 06:00:00,43.0438,-9.375083333333333
9443,incident,67,2022-08-14 16:15:00,43.38333333333333,-8.816666666666666
9444,incident,68,2022-08-21 06:45:00,43.19551666666667,-9.20955
9445,incident,69,2022-08-20 21:00:00,43.306016666666665,-9.0598
9446,incident,70,2022-08-06 18:00:00,42.86666666666667,-9.416666666666666
9449,incident,71,2022-09-25 11:00:00,38.365,-9.181666666666667
9451,incident,72,2022-09-19 12:00:00,43.36666666666667,-8.666666666666666
9459,incident,73,2022-08-02 08:30:00,43.05948333333333,-9.309616666666667
9470,incident,74,2022-09-24 14:45:00,47.75,-7.196666666666666
